id,name,category,amount,status,note
559,Eka,alpha,5425.92,ok,"batch 59"
560,Citra,alpha,4013.44,ok,"batch 60"
561,Citra,alpha,1203.84,ok,"needs, review"
562,Eka,alpha,957.44,ok,"batch 62"
563,Ada,alpha,473.60,ok,"batch 63"
564,Ada,alpha,4888.96,pending,"batch 64"
565,Citra,alpha,3660.80,ok,"batch 65"
566,Danu,alpha,684.80,ok,"batch 66"
567,Bima,alpha,6675.84,ok,"batch 67"
568,Citra,alpha,9672.96,ok,"batch 68"
569,Eka,alpha,7733.12,ok,"batch 69"
570,Danu,alpha,828.16,ok,"batch 70"
571,Bima,alpha,4540.80,ok,"batch 71"
572,Citra,alpha,6515.20,ok,"batch 72"
573,Bima,alpha,8810.24,ok,"batch 73"
574,Citra,alpha,8000.64,ok,"batch 74"
575,Bima,alpha,9363.20,ok,"batch 75"
576,Bima,alpha,8783.36,ok,"batch 76"
577,Citra,alpha,5406.08,ok,"batch 77"
578,Danu,alpha,6435.20,ok,"needs, review"
579,Bima,alpha,2224.64,ok,"batch 79"
580,Ada,alpha,8093.44,ok,"quote ""check"""
581,Citra,alpha,6046.72,ok,"batch 81"
582,Danu,alpha,6720.64,ok,"batch 82"
583,Eka,alpha,5181.44,ok,"batch 83"
584,Citra,alpha,443.52,ok,"batch 84"
585,Danu,alpha,2595.84,ok,"batch 85"
586,Ada,alpha,7808.00,ok,"batch 86"
587,Danu,alpha,3137.20,ok,"batch 87"
588,Citra,alpha,6710.40,ok,"batch 88"
589,Danu,alpha,1680.00,ok,"normal cleanup"
590,Bima,alpha,5440.64,ok,"batch 90"
591,Danu,alpha,9221.76,ok,"batch 91"
592,Ada,alpha,9210.88,ok,"batch 92"
593,Ada,alpha,3373.44,ok,"batch 93"
594,Danu,alpha,7584.00,ok,"batch 94"
595,Eka,alpha,6259.84,ok,"needs, review"
596,Ada,alpha,3657.60,ok,"batch 96"
597,Ada,alpha,2744.32,ok,"batch 97"
598,Danu,alpha,1727.36,ok,"batch 98"
599,Eka,alpha,8613.12,ok,"batch 99"
600,Ada,beta,2700.80,ok,"batch 0"
601,Ada,alpha,4678.40,ok,"batch 1"
602,Eka,alpha,4590.08,ok,"batch 2"
603,Ada,alpha,8442.88,ok,"batch 3"
604,Citra,alpha,9680.00,ok,"batch 4"
605,Danu,alpha,312.96,ok,"batch 5"
606,Ada,alpha,9966.08,ok,"batch 6"
607,Bima,alpha,9436.16,ok,"batch 7"
608,Bima,alpha,3962.24,ok,"batch 8"
609,Eka,alpha,125.44,ok,"quote ""check"""
610,Bima,alpha,7489.92,ok,"batch 10"
611,Ada,alpha,1636.48,ok,"batch 11"
612,Danu,alpha,9961.60,ok,"needs, review"
613,Danu,alpha,6952.32,ok,"batch 13"
614,Bima,alpha,4255.36,ok,"batch 14"
615,Ada,alpha,5893.12,ok,"batch 15"
616,Citra,alpha,2944.00,ok,"batch 16"
617,Bima,alpha,9102.08,ok,"batch 17"
618,Citra,alpha,5747.20,ok,"batch 18"
619,Bima,alpha,7770.24,ok,"batch 19"
620,Ada,alpha,1720.32,ok,"normal cleanup"
621,Ada,alpha,8944.64,ok,"batch 21"
622,Eka,alpha,5824.56,ok,"batch 22"
623,Bima,alpha,9605.76,ok,"batch 23"
624,Citra,alpha,8958.72,ok,"batch 24"
625,Bima,alpha,1970.56,ok,"batch 25"
626,Citra,alpha,5112.32,ok,"batch 26"
627,Bima,alpha,8513.92,ok,"batch 27"
628,Danu,alpha,1942.40,ok,"batch 28"
629,Danu,alpha,7320.96,ok,"needs, review"
630,Ada,alpha,8247.04,ok,"batch 30"
631,Ada,alpha,8504.32,ok,"batch 31"
632,Eka,alpha,8000.64,ok,"batch 32"
633,Bima,alpha,4170.88,ok,"batch 33"
634,Ada,alpha,7476.48,ok,"batch 34"
635,Danu,alpha,3623.04,ok,"batch 35"
636,Danu,alpha,4970.88,ok,"batch 36"
637,Ada,alpha,3777.28,ok,"batch 37"
638,Ada,alpha,5742.72,ok,"quote ""check"""
639,Danu,alpha,2934.40,ok,"batch 39"
640,Ada,alpha,2193.92,ok,"batch 40"
641,Ada,alpha,894.08,ok,"batch 41"
642,Ada,alpha,6876.72,ok,"batch 42"
643,Eka,alpha,7812.48,ok,"batch 43"
644,Danu,alpha,2816.64,ok,"batch 44"
645,Bima,alpha,3832.96,ok,"batch 45"
646,Ada,alpha,3664.00,ok,"needs, review"
647,Danu,alpha,4071.04,ok,"batch 47"
648,Eka,alpha,936.32,ok,"batch 48"
649,Ada,alpha,5269.76,ok,"batch 49"
650,Bima,alpha,9815.68,ok,"batch 50"
651,Citra,alpha,6647.04,ok,"normal cleanup"
652,Bima,alpha,826.88,ok,"batch 52"
653,Danu,alpha,8177.28,ok,"batch 53"
654,Citra,alpha,9364.48,ok,"batch 54"
655,Ada,alpha,4401.28,ok,"batch 55"
656,Eka,alpha,4930.56,ok,"batch 56"
657,Danu,alpha,6997.12,ok,"batch 57"
658,Ada,alpha,7518.08,ok,"batch 58"
659,Ada,alpha,8397.44,ok,"batch 59"
660,Danu,alpha,1630.08,ok,"batch 60"
661,Danu,alpha,9470.64,ok,"batch 61"
662,Eka,alpha,9856.64,ok,"batch 62"
663,Danu,alpha,6779.52,ok,"needs, review"
664,Eka,alpha,4383.36,ok,"batch 64"
665,Ada,alpha,5037.44,ok,"batch 65"
666,Bima,alpha,1188.48,ok,"batch 66"
667,Danu,alpha,5461.12,ok,"quote ""check"""
668,Ada,alpha,9228.16,ok,"batch 68"
669,Ada,alpha,4389.04,ok,"batch 69"
670,Ada,alpha,6343.68,ok,"batch 70"
671,Danu,alpha,6795.52,ok,"batch 71"
672,Bima,alpha,1172.48,ok,"batch 72"
673,Bima,alpha,5893.76,ok,"batch 73"
674,Ada,alpha,989.44,ok,"batch 74"
675,Bima,alpha,3744.64,ok,"batch 75"
676,Bima,alpha,5433.60,ok,"batch 76"
677,Bima,alpha,1126.40,ok,"batch 77"
678,Ada,alpha,3587.20,ok,"batch 78"
679,Bima,alpha,5661.44,ok,"batch 79"
680,Ada,alpha,5877.76,ok,"needs, review"
681,Danu,alpha,9533.44,ok,"batch 81"
682,Eka,alpha,7287.04,ok,"normal cleanup"
683,Ada,alpha,7530.88,ok,"batch 83"
684,Danu,alpha,1113.60,ok,"batch 84"
685,Ada,alpha,238.72,ok,"batch 85"
686,Eka,alpha,877.36,ok,"batch 86"
687,Danu,alpha,3303.68,ok,"batch 87"
688,Bima,alpha,9060.48,ok,"batch 88"
689,Citra,alpha,869.76,ok,"batch 89"
690,Danu,alpha,5725.44,ok,"batch 90"
691,Eka,alpha,2912.00,ok,"batch 91"
692,Bima,alpha,3792.00,ok,"batch 92"
693,Citra,alpha,7610.88,ok,"batch 93"
694,Ada,alpha,6671.36,ok,"batch 94"
695,Eka,alpha,893.36,ok,"batch 95"
696,Citra,alpha,9900.80,ok,"quote ""check"""
697,Eka,alpha,8448.00,ok,"needs, review"
698,Eka,alpha,9790.08,ok,"batch 98"
699,Danu,alpha,7514.88,ok,"batch 99"
700,Eka,alpha,7055.36,ok,"batch 0"
701,Ada,alpha,1475.20,ok,"batch 1"
702,Citra,alpha,9041.92,ok,"batch 2"
703,Eka,alpha,8609.28,ok,"batch 3"
704,Ada,alpha,6475.52,ok,"batch 4"
705,Ada,alpha,5379.20,ok,"batch 5"
706,Bima,alpha,3406.08,ok,"batch 6"
707,Eka,alpha,4030.72,ok,"batch 7"
708,Ada,alpha,6274.56,ok,"batch 8"
709,Ada,alpha,8915.20,ok,"batch 9"
710,Bima,alpha,6691.20,ok,"batch 10"
711,Eka,alpha,7738.88,ok,"batch 11"
712,Danu,alpha,6631.04,ok,"batch 12"
713,Citra,alpha,2081.92,ok,"normal cleanup"
714,Danu,alpha,2645.12,ok,"needs, review"
715,Danu,alpha,9121.92,ok,"batch 15"
716,Citra,alpha,8086.40,ok,"batch 16"
717,Bima,alpha,9621.12,ok,"batch 17"
718,Danu,alpha,2540.16,ok,"batch 18"
719,Bima,alpha,9056.56,ok,"batch 19"
720,Eka,alpha,6397.44,ok,"batch 20"
721,Ada,alpha,8000.64,ok,"batch 21"
722,Eka,alpha,2247.68,ok,"batch 22"
723,Bima,alpha,4071.04,ok,"batch 23"
724,Danu,alpha,8783.68,ok,"batch 24"
725,Eka,alpha,636.16,ok,"quote ""check"""
726,Ada,alpha,6655.36,ok,"batch 26"
727,Citra,alpha,7171.20,ok,"batch 27"
728,Citra,alpha,5205.12,ok,"batch 28"
729,Eka,alpha,4032.00,ok,"batch 29"
730,Citra,alpha,9538.56,ok,"batch 30"
731,Danu,alpha,3261.44,ok,"needs, review"
732,Danu,alpha,9092.48,ok,"batch 32"
733,Danu,alpha,6172.16,ok,"batch 33"
734,Citra,alpha,1701.76,ok,"batch 34"
735,Eka,alpha,142.08,pending,"batch 35"
736,Eka,alpha,288.00,ok,"batch 36"
737,Ada,alpha,4059.52,ok,"batch 37"
738,Bima,alpha,8049.92,ok,"batch 38"
739,Bima,alpha,7575.68,ok,"batch 39"
740,Citra,alpha,3738.88,ok,"batch 40"
741,Bima,alpha,3416.32,ok,"batch 41"
742,Eka,alpha,8364.80,ok,"batch 42"
743,Danu,alpha,2099.84,ok,"batch 43"
744,Danu,alpha,8700.16,ok,"normal cleanup"
745,Bima,alpha,974.72,ok,"batch 45"
746,Citra,alpha,4688.00,ok,"batch 46"
747,Eka,alpha,5155.84,ok,"batch 47"
748,Citra,alpha,5339.52,ok,"needs, review"
749,Ada,alpha,8132.48,ok,"batch 49"
750,Eka,alpha,529.92,ok,"batch 50"
751,Danu,beta,4508.16,ok,"batch 51"
752,Bima,alpha,5989.12,ok,"batch 52"
753,Bima,alpha,4614.40,ok,"batch 53"
754,Bima,alpha,976.64,ok,"quote ""check"""
755,Ada,alpha,3735.68,ok,"batch 55"
756,Citra,alpha,8272.64,ok,"batch 56"
757,Citra,alpha,451.84,ok,"batch 57"
758,Danu,alpha,7508.48,ok,"batch 58"
759,Citra,alpha,4717.44,ok,"batch 59"
760,Bima,alpha,648.32,ok,"batch 60"
761,Danu,alpha,2548.48,ok,"batch 61"
762,Bima,alpha,7808.00,ok,"batch 62"
763,Bima,alpha,3939.20,ok,"batch 63"
764,Eka,alpha,6451.84,ok,"batch 64"
765,Citra,alpha,1631.36,ok,"needs, review"
766,Danu,alpha,5559.04,ok,"batch 66"
767,Ada,alpha,6810.24,ok,"batch 67"
768,Bima,alpha,2179.84,ok,"batch 68"
769,Ada,alpha,9923.20,ok,"batch 69"
770,Eka,alpha,8122.24,ok,"batch 70"
771,Citra,alpha,4308.48,ok,"batch 71"
772,Bima,alpha,7201.28,ok,"batch 72"
773,Eka,alpha,3592.32,ok,"batch 73"
774,Bima,alpha,940.16,ok,"batch 74"
775,Danu,alpha,6752.64,ok,"normal cleanup"
776,Bima,alpha,2259.20,ok,"batch 76"
777,Eka,alpha,6386.56,ok,"batch 77"
778,Ada,alpha,2120.96,ok,"batch 78"
779,Eka,alpha,4478.08,ok,"batch 79"
780,Ada,alpha,3087.36,ok,"batch 80"
781,Danu,alpha,6542.72,ok,"batch 81"
782,Bima,alpha,5025.28,ok,"needs, review"
783,Bima,alpha,1905.92,ok,"quote ""check"""
784,Citra,alpha,6748.80,ok,"batch 84"
785,Ada,alpha,9171.20,ok,"batch 85"
786,Danu,alpha,8791.60,ok,"batch 86"
787,Danu,alpha,2412.16,ok,"batch 87"
788,Ada,alpha,6748.73,ok,"batch 88"
789,Ada,alpha,3189.12,ok,"batch 89"
790,Ada,alpha,4899.84,ok,"batch 90"
791,Danu,alpha,2137.60,ok,"batch 91"
792,Eka,alpha,1937.92,ok,"batch 92"
793,Bima,alpha,3720.96,ok,"batch 93"
794,Danu,alpha,1050.24,ok,"batch 94"
795,Bima,alpha,464.00,ok,"batch 95"
796,Ada,alpha,9175.04,ok,"batch 96"
797,Citra,alpha,4816.00,ok,"batch 97"
798,Citra,alpha,8151.68,ok,"batch 98"
799,Eka,alpha,9223.68,ok,"needs, review"
800,Ada,alpha,4247.68,ok,"batch 0"
801,Ada,alpha,561.92,ok,"batch 1"
802,Ada,alpha,9352.96,ok,"batch 2"
803,Bima,alpha,4725.12,ok,"batch 3"
804,Citra,alpha,5415.04,ok,"batch 4"
805,Bima,alpha,1041.92,ok,"batch 5"
806,Danu,alpha,6849.28,ok,"normal cleanup"
807,Danu,alpha,8071.68,ok,"batch 7"
808,Ada,alpha,1003.52,ok,"batch 8"
809,Bima,alpha,2023.04,ok,"batch 9"
810,Citra,alpha,7222.40,ok,"batch 10"
811,Bima,alpha,2554.88,ok,"batch 11"
812,Citra,alpha,4679.04,ok,"quote ""check"""
813,Ada,alpha,3390.72,ok,"batch 13"
814,Eka,alpha,359.68,ok,"batch 14"
815,Bima,alpha,3840.64,ok,"batch 15"
816,Ada,alpha,392.32,ok,"needs, review"
817,Eka,alpha,8752.00,ok,"batch 17"
818,Eka,alpha,3756.16,ok,"batch 18"
819,Danu,alpha,6460.16,ok,"batch 19"
820,Citra,alpha,5729.28,ok,"batch 20"
821,Bima,alpha,5536.64,ok,"batch 21"
822,Eka,alpha,3731.20,ok,"batch 22"
823,Citra,alpha,5505.92,ok,"batch 23"
824,Danu,alpha,4855.04,ok,"batch 24"
825,Ada,alpha,992.00,ok,"batch 25"
826,Eka,alpha,9200.64,ok,"batch 26"
827,Eka,alpha,1518.08,ok,"batch 27"
828,Ada,alpha,6807.68,ok,"batch 28"
829,Eka,alpha,1569.28,ok,"batch 29"
830,Citra,alpha,5986.56,ok,"batch 30"
831,Citra,alpha,282.88,ok,"batch 31"
832,Bima,alpha,7519.36,ok,"batch 32"
833,Danu,alpha,2872.32,ok,"needs, review"
834,Danu,alpha,9198.08,ok,"batch 34"
835,Eka,alpha,8040.32,ok,"batch 35"
836,Eka,alpha,1500.80,ok,"batch 36"
837,Ada,alpha,3629.44,ok,"normal cleanup"
838,Ada,alpha,3791.36,ok,"batch 38"
839,Ada,alpha,8358.40,ok,"batch 39"
840,Eka,alpha,3905.92,ok,"batch 40"
841,Bima,alpha,1003.52,ok,"quote ""check"""
842,Danu,alpha,3907.84,ok,"batch 42"
843,Danu,alpha,2629.76,ok,"batch 43"
844,Bima,alpha,4563.20,ok,"batch 44"
845,Eka,alpha,661.76,ok,"batch 45"
846,Danu,alpha,9531.52,ok,"batch 46"
847,Eka,alpha,3079.68,ok,"batch 47"
848,Danu,alpha,6103.68,ok,"batch 48"
849,Citra,alpha,8362.24,ok,"batch 49"
850,Danu,alpha,1240.32,ok,"needs, review"
851,Danu,alpha,5403.52,ok,"batch 51"
852,Ada,alpha,1599.36,ok,"batch 52"
853,Bima,alpha,6720.64,ok,"batch 53"
854,Ada,alpha,531.84,ok,"batch 54"
855,Danu,alpha,1432.32,ok,"batch 55"
856,Eka,alpha,8289.28,ok,"batch 56"
857,Eka,alpha,5084.16,ok,"batch 57"
858,Danu,alpha,523.52,ok,"batch 58"
859,Bima,alpha,7438.72,ok,"batch 59"
860,Citra,alpha,3718.40,ok,"batch 60"
861,Danu,alpha,8590.08,ok,"batch 61"
862,Citra,alpha,219.52,ok,"batch 62"
863,Bima,alpha,6774.40,ok,"batch 63"
864,Citra,alpha,4352.64,ok,"batch 64"
865,Citra,alpha,2371.84,ok,"batch 65"
866,Citra,alpha,7912.96,ok,"batch 66"
867,Danu,alpha,4153.60,ok,"needs, review"
868,Citra,alpha,7831.04,ok,"normal cleanup"
869,Bima,alpha,245.12,ok,"batch 69"
870,Eka,alpha,9372.80,ok,"quote ""check"""
871,Eka,alpha,5680.00,ok,"batch 71"
872,Bima,alpha,3687.04,ok,"batch 72"
873,Bima,alpha,1664.64,ok,"batch 73"
874,Danu,alpha,8848.00,ok,"batch 74"
875,Danu,alpha,4229.12,ok,"batch 75"
876,Citra,alpha,4197.76,ok,"batch 76"
877,Danu,alpha,6244.48,ok,"batch 77"
878,Eka,alpha,8352.64,ok,"batch 78"
879,Bima,alpha,4512.00,ok,"batch 79"
880,Ada,alpha,8563.12,ok,"batch 80"
881,Danu,alpha,1382.40,ok,"batch 81"
882,Ada,alpha,9248.96,ok,"batch 82"
883,Ada,alpha,837.12,ok,"batch 83"
884,Bima,alpha,4533.76,ok,"needs, review"
885,Eka,alpha,3972.40,ok,"batch 85"
886,Ada,alpha,9377.92,ok,"batch 86"
887,Bima,alpha,3002.24,ok,"batch 87"
888,Ada,alpha,8482.56,ok,"batch 88"
889,Danu,alpha,5536.00,ok,"batch 89"
890,Danu,alpha,1016.96,ok,"batch 90"
891,Danu,alpha,7927.68,ok,"batch 91"
892,Eka,alpha,3907.20,ok,"batch 92"
893,Danu,alpha,7536.00,ok,"batch 93"
894,Bima,alpha,7173.04,ok,"batch 94"
895,Ada,alpha,1680.00,ok,"batch 95"
896,Bima,alpha,2853.76,ok,"batch 96"
897,Eka,alpha,8326.40,ok,"batch 97"
898,Danu,alpha,3621.12,ok,"batch 98"
899,Bima,alpha,410.24,ok,"quote ""check"""
900,Danu,alpha,3145.60,ok,"batch 0"
901,Citra,alpha,6162.56,ok,"needs, review"
902,Danu,alpha,9146.24,ok,"batch 2"
903,Bima,alpha,1741.44,ok,"batch 3"
904,Citra,alpha,5439.92,ok,"batch 4"
905,Bima,alpha,9202.56,ok,"batch 5"
906,Danu,alpha,9045.76,ok,"batch 6"
907,Danu,alpha,4466.56,ok,"batch 7"
908,Ada,alpha,2479.36,ok,"batch 8"
909,Citra,alpha,9106.56,ok,"batch 9"
910,Eka,alpha,2466.56,ok,"batch 10"
911,Citra,alpha,7185.92,ok,"batch 11"
912,Ada,alpha,4368.64,ok,"batch 12"
913,Bima,alpha,1262.08,ok,"batch 13"
914,Citra,alpha,3466.24,ok,"batch 14"
915,Bima,alpha,4233.60,ok,"batch 15"
916,Ada,alpha,3918.72,ok,"batch 16"
917,Bima,alpha,6198.40,ok,"batch 17"
918,Bima,alpha,6811.52,ok,"needs, review"
919,Danu,alpha,7662.72,ok,"batch 19"
920,Eka,alpha,7956.48,ok,"batch 20"
921,Citra,alpha,4808.96,ok,"batch 21"
922,Bima,alpha,6472.32,ok,"batch 22"
923,Eka,alpha,5105.28,ok,"batch 23"
924,Ada,alpha,2076.80,ok,"batch 24"
925,Bima,alpha,9660.80,ok,"batch 25"
926,Bima,alpha,7511.68,ok,"batch 26"
927,Eka,alpha,9146.88,ok,"batch 27"
928,Citra,alpha,5756.72,ok,"quote ""check"""
929,Ada,alpha,8263.68,ok,"batch 29"
930,Ada,alpha,7726.08,ok,"normal cleanup"
931,Bima,alpha,9297.28,ok,"batch 31"
932,Ada,alpha,262.40,ok,"batch 32"
933,Citra,alpha,587.52,ok,"batch 33"
934,Ada,alpha,8115.84,ok,"batch 34"
935,Danu,alpha,275.84,ok,"needs, review"
936,Bima,alpha,6871.68,ok,"batch 36"
937,Bima,alpha,8648.32,ok,"batch 37"
938,Bima,alpha,9358.72,ok,"batch 38"
939,Eka,alpha,5822.08,ok,"batch 39"
940,Citra,alpha,1793.92,ok,"batch 40"
941,Citra,alpha,2230.40,ok,"batch 41"
942,Danu,alpha,1816.32,ok,"batch 42"
943,Danu,alpha,2606.72,ok,"batch 43"
944,Bima,alpha,9291.52,ok,"batch 44"
945,Bima,alpha,7807.36,ok,"batch 45"
946,Bima,alpha,2108.16,ok,"batch 46"
947,Ada,alpha,2204.80,ok,"batch 47"
948,Eka,alpha,9664.00,ok,"batch 48"
949,Citra,alpha,8327.68,ok,"batch 49"
950,Eka,alpha,2457.60,ok,"batch 50"
951,Bima,alpha,4628.48,ok,"batch 51"
952,Eka,alpha,4042.88,ok,"needs, review"
953,Citra,alpha,6601.60,ok,"batch 53"
954,Danu,alpha,7189.12,ok,"batch 54"
955,Bima,alpha,5645.44,ok,"batch 55"
956,Eka,alpha,9585.28,ok,"batch 56"
957,Ada,alpha,1882.24,ok,"quote ""check"""
958,Ada,alpha,3187.20,ok,"batch 58"
959,Citra,alpha,4449.92,ok,"batch 59"
960,Bima,alpha,5960.32,ok,"batch 60"
961,Citra,alpha,8494.72,ok,"normal cleanup"
962,Citra,alpha,776.96,ok,"batch 62"
963,Danu,alpha,7131.52,ok,"batch 63"
964,Ada,alpha,4469.76,ok,"batch 64"
965,Danu,alpha,6112.00,ok,"batch 65"
966,Eka,alpha,280.32,ok,"batch 66"
967,Eka,alpha,9343.36,ok,"batch 67"
968,Danu,alpha,2694.40,ok,"batch 68"
969,Eka,alpha,1707.52,ok,"needs, review"
970,Danu,alpha,6022.40,ok,"batch 70"
971,Eka,alpha,1592.96,ok,"batch 71"
972,Bima,alpha,5366.40,ok,"batch 72"
973,Bima,alpha,3120.00,ok,"batch 73"
974,Ada,alpha,5553.92,ok,"batch 74"
975,Ada,alpha,9880.32,ok,"batch 75"
976,Ada,alpha,8206.72,ok,"batch 76"
977,Ada,alpha,3164.16,ok,"batch 77"
978,Danu,alpha,2878.08,ok,"batch 78"
979,Danu,alpha,5347.20,ok,"batch 79"
980,Citra,alpha,2351.36,ok,"batch 80"
981,Danu,alpha,9995.52,ok,"batch 81"
982,Ada,alpha,3593.60,ok,"batch 82"
983,Ada,alpha,8214.40,ok,"batch 83"
984,Danu,alpha,9625.60,ok,"batch 84"
985,Danu,alpha,8560.00,ok,"batch 85"
986,Danu,alpha,4414.08,ok,"needs, review"
987,Citra,alpha,2903.68,ok,"batch 87"
988,Bima,alpha,1520.00,ok,"batch 88"
989,Citra,alpha,6278.40,ok,"batch 89"
990,Citra,alpha,8435.20,ok,"batch 90"
991,Danu,alpha,9143.68,ok,"batch 91"
992,Danu,alpha,7097.60,ok,"normal cleanup"
993,Citra,alpha,7444.48,ok,"batch 93"
994,Ada,alpha,8748.80,ok,"batch 94"
995,Ada,alpha,3974.40,ok,"batch 95"
996,Citra,alpha,6338.56,ok,"batch 96"
997,Citra,alpha,4430.72,ok,"batch 97"
998,Ada,alpha,318.08,ok,"batch 98"
999,Bima,alpha,9641.60,ok,"batch 99"
1000,Ada,alpha,8326.40,ok,"batch 0"
1001,Ada,alpha,42.88,ok,"batch 1"
1002,Bima,alpha,5879.68,ok,"batch 2"
1003,Bima,alpha,9507.20,ok,"needs, review"
1004,Bima,alpha,1932.80,ok,"batch 4"
1005,Eka,alpha,93.44,ok,"batch 5"
1006,Bima,alpha,4131.20,ok,"batch 6"
1007,Danu,alpha,9153.92,ok,"batch 7"
1008,Eka,alpha,413.44,ok,"batch 8"
1009,Ada,alpha,26.24,ok,"batch 9"
1010,Danu,alpha,3350.40,ok,"batch 10"
1011,Citra,alpha,4778.88,ok,"batch 11"
1012,Eka,alpha,1834.88,ok,"batch 12"
1013,Eka,alpha,7098.88,ok,"batch 13"
1014,Eka,alpha,6729.60,ok,"batch 14"
1015,Eka,alpha,3331.84,ok,"quote ""check"""
1016,Eka,alpha,8860.72,ok,"batch 16"
1017,Eka,alpha,3242.24,ok,"batch 17"
1018,Eka,alpha,5015.68,ok,"batch 18"
1019,Eka,alpha,8833.28,ok,"batch 19"
1020,Bima,alpha,4067.20,ok,"needs, review"
1021,Bima,alpha,3664.64,ok,"batch 21"
1022,Eka,alpha,6767.36,ok,"batch 22"
1023,Danu,alpha,9845.76,ok,"normal cleanup"
1024,Eka,alpha,997.12,ok,"batch 24"
1025,Danu,alpha,7571.84,ok,"batch 25"
1026,Citra,alpha,6885.76,ok,"batch 26"
1027,Danu,alpha,1600.00,ok,"batch 27"
1028,Eka,alpha,8711.68,ok,"batch 28"
1029,Eka,alpha,1899.52,ok,"batch 29"
1030,Danu,alpha,5171.20,ok,"batch 30"
1031,Citra,alpha,490.24,ok,"batch 31"
1032,Eka,alpha,2618.88,ok,"batch 32"
1033,Eka,alpha,304.00,ok,"batch 33"
1034,Ada,alpha,9400.96,ok,"batch 34"
1035,Citra,alpha,2076.80,ok,"batch 35"
1036,Ada,alpha,4481.28,ok,"batch 36"
1037,Eka,alpha,2283.52,ok,"needs, review"
1038,Danu,alpha,1328.64,ok,"batch 38"
1039,Bima,alpha,9479.04,ok,"batch 39"
1040,Ada,alpha,1293.12,ok,"batch 40"
1041,Bima,alpha,7185.28,ok,"batch 41"
1042,Danu,alpha,6103.04,ok,"batch 42"
1043,Citra,alpha,6824.96,ok,"batch 43"
1044,Eka,alpha,310.40,ok,"quote ""check"""
1045,Danu,alpha,2806.40,ok,"batch 45"
1046,Bima,alpha,2156.80,ok,"batch 46"
1047,Ada,alpha,1920.64,ok,"batch 47"
1048,Eka,alpha,1909.12,ok,"batch 48"
1049,Bima,alpha,8384.00,ok,"batch 49"
1050,Bima,alpha,1742.08,ok,"batch 50"
1051,Ada,alpha,4083.84,ok,"batch 51"
1052,Citra,alpha,4622.08,ok,"batch 52"
1053,Bima,alpha,4231.68,ok,"batch 53"
1054,Danu,alpha,5944.96,ok,"needs, review"
1055,Bima,alpha,6787.20,ok,"batch 55"
1056,Ada,alpha,6245.12,ok,"batch 56"
1057,Ada,alpha,9371.52,ok,"batch 57"
1058,Ada,alpha,3630.08,ok,"batch 58"
1059,Ada,alpha,566.40,ok,"batch 59"
1060,Danu,alpha,6999.04,ok,"batch 60"
1061,Ada,alpha,8344.32,ok,"batch 61"
1062,Eka,alpha,601.60,ok,"batch 62"
1063,Bima,alpha,5550.72,ok,"batch 63"
1064,Ada,alpha,1411.76,ok,"batch 64"
1065,Danu,alpha,3480.32,ok,"batch 65"
1066,Eka,alpha,5399.68,ok,"batch 66"
1067,Danu,alpha,5984.00,ok,"batch 67"
1068,Eka,alpha,8312.96,ok,"batch 68"
1069,Bima,alpha,1905.28,ok,"batch 69"
1070,Citra,alpha,9511.68,ok,"batch 70"
1071,Eka,alpha,9240.32,ok,"needs, review"
1072,Citra,alpha,1937.92,ok,"batch 72"
1073,Citra,alpha,2640.64,ok,"quote ""check"""
1074,Bima,alpha,2824.96,ok,"batch 74"
1075,Danu,alpha,1939.84,ok,"batch 75"
1076,Danu,alpha,8115.84,ok,"batch 76"
1077,Danu,alpha,3132.48,ok,"batch 77"
1078,Danu,alpha,3061.12,ok,"batch 78"
1079,Danu,alpha,6677.76,ok,"batch 79"
1080,Danu,alpha,5333.76,ok,"batch 80"
1081,Citra,alpha,3185.92,ok,"batch 81"
1082,Danu,alpha,6404.48,ok,"batch 82"
1083,Citra,alpha,3969.28,ok,"batch 83"
1084,Citra,alpha,6962.56,ok,"batch 84"
1085,Eka,alpha,4168.96,ok,"normal cleanup"
1086,Bima,alpha,8346.88,ok,"batch 86"
1087,Ada,alpha,7843.84,ok,"batch 87"
1088,Eka,alpha,1813.12,ok,"needs, review"
1089,Ada,alpha,4974.08,ok,"batch 89"
1090,Citra,alpha,2494.72,ok,"batch 90"
1091,Ada,alpha,1649.28,ok,"batch 91"
1092,Eka,alpha,7277.44,ok,"batch 92"
1093,Citra,alpha,4695.68,ok,"batch 93"
1094,Eka,alpha,2643.20,ok,"batch 94"
1095,Eka,alpha,9952.00,ok,"batch 95"
1096,Citra,alpha,9653.76,ok,"batch 96"
1097,Ada,alpha,5235.84,ok,"batch 97"
1098,Bima,alpha,4462.08,ok,"batch 98"
1099,Danu,alpha,7274.88,ok,"batch 99"
1100,Ada,alpha,521.60,ok,"batch 0"
1101,Danu,alpha,8672.00,ok,"batch 1"
1102,Citra,alpha,4657.28,ok,"quote ""check"""
1103,Citra,alpha,857.60,ok,"batch 3"
1104,Ada,alpha,1759.36,ok,"batch 4"
1105,Eka,alpha,3466.88,ok,"needs, review"
1106,Eka,alpha,2982.40,ok,"batch 6"
1107,Bima,alpha,6296.32,ok,"batch 7"
1108,Eka,alpha,8380.80,ok,"batch 8"
1109,Bima,alpha,506.24,ok,"batch 9"
1110,Bima,alpha,6223.36,ok,"batch 10"
1111,Eka,alpha,2.72,ok,"batch 11"
1112,Eka,alpha,1517.44,ok,"batch 12"
